participant_id,group,age,education,occupation,state_origin,marital_status
9354,4,8,licenciatura,j,d,divorciado

foundCategories,mostFoundCategories,difficultyOverall,strategy_used
"individual, combination, more","individual, combination, more, specific_item","3","common_feature, odd_one_out"

participant_id,trial_number,rule_type,rule_param_shape,rule_param_color,rule_param_fill,rule_param_feature,rule_param_value,rule_param_feature1,rule_param_value1,rule_param_feature2,rule_param_value2,rule_param_subtype,grid_configuration_ids,action_sequence_in_trial,action_type,action_time_ms,selected_item_index,selected_item_id,selected_item_shape,selected_item_color,selected_item_fill,tested_selection_ids,is_test_any_item_relevant,final_selection_ids,is_final_selection_correct,confidence,trial_start_time_ms,trial_end_time_ms,trial_correctly_solved
"9354","2","conjuntiva","","","","","","fill","pentagono","color","naranja","","cuadrado_naranja_pentagono.jpg;trapecio_azul_cuadrado.jpg;pentagono_azul_trapecio.jpg;trapecio_rosa_circulo.jpg;cuadrado_morado_pentagono.jpg;circulo_azul_cuadrado.jpg;pentagono_naranja_cuadrado.jpg;circulo_morado_pentagono.jpg;circulo_rosa_pentagono.jpg;pentagono_rosa_pentagono.jpg;trapecio_morado_pentagono.jpg;cuadrado_naranja_circulo.jpg;pentagono_morado_circulo.jpg;trapecio_naranja_pentagono.jpg;cuadrado_rosa_trapecio.jpg;circulo_naranja_pentagono.jpg","3","select_item","24366","11","cuadrado_naranja_circulo.jpg","cuadrado","naranja","circulo","","","","","","19318","32300","true"
"9354","2","conjuntiva","","","","","","fill","pentagono","color","naranja","","cuadrado_naranja_pentagono.jpg;trapecio_azul_cuadrado.jpg;pentagono_azul_trapecio.jpg;trapecio_rosa_circulo.jpg;cuadrado_morado_pentagono.jpg;circulo_azul_cuadrado.jpg;pentagono_naranja_cuadrado.jpg;circulo_morado_pentagono.jpg;circulo_rosa_pentagono.jpg;pentagono_rosa_pentagono.jpg;trapecio_morado_pentagono.jpg;cuadrado_naranja_circulo.jpg;pentagono_morado_circulo.jpg;trapecio_naranja_pentagono.jpg;cuadrado_rosa_trapecio.jpg;circulo_naranja_pentagono.jpg","4","select_item","24765","15","circulo_naranja_pentagono.jpg","circulo","naranja","pentagono","","","","","","19318","32300","true"
"9354","2","conjuntiva","","","","","","fill","pentagono","color","naranja","","cuadrado_naranja_pentagono.jpg;trapecio_azul_cuadrado.jpg;pentagono_azul_trapecio.jpg;trapecio_rosa_circulo.jpg;cuadrado_morado_pentagono.jpg;circulo_azul_cuadrado.jpg;pentagono_naranja_cuadrado.jpg;circulo_morado_pentagono.jpg;circulo_rosa_pentagono.jpg;pentagono_rosa_pentagono.jpg;trapecio_morado_pentagono.jpg;cuadrado_naranja_circulo.jpg;pentagono_morado_circulo.jpg;trapecio_naranja_pentagono.jpg;cuadrado_rosa_trapecio.jpg;circulo_naranja_pentagono.jpg","5","select_item","25566","13","trapecio_naranja_pentagono.jpg","trapecio","naranja","pentagono","","","","","","19318","32300","true"
"9354","2","conjuntiva","","","","","","fill","pentagono","color","naranja","","cuadrado_naranja_pentagono.jpg;trapecio_azul_cuadrado.jpg;pentagono_azul_trapecio.jpg;trapecio_rosa_circulo.jpg;cuadrado_morado_pentagono.jpg;circulo_azul_cuadrado.jpg;pentagono_naranja_cuadrado.jpg;circulo_morado_pentagono.jpg;circulo_rosa_pentagono.jpg;pentagono_rosa_pentagono.jpg;trapecio_morado_pentagono.jpg;cuadrado_naranja_circulo.jpg;pentagono_morado_circulo.jpg;trapecio_naranja_pentagono.jpg;cuadrado_rosa_trapecio.jpg;circulo_naranja_pentagono.jpg","6","select_item","27349","4","cuadrado_morado_pentagono.jpg","cuadrado","morado","pentagono","","","","","","19318","32300","true"
"9354","2","conjuntiva","","","","","","fill","pentagono","color","naranja","","cuadrado_naranja_pentagono.jpg;trapecio_azul_cuadrado.jpg;pentagono_azul_trapecio.jpg;trapecio_rosa_circulo.jpg;cuadrado_morado_pentagono.jpg;circulo_azul_cuadrado.jpg;pentagono_naranja_cuadrado.jpg;circulo_morado_pentagono.jpg;circulo_rosa_pentagono.jpg;pentagono_rosa_pentagono.jpg;trapecio_morado_pentagono.jpg;cuadrado_naranja_circulo.jpg;pentagono_morado_circulo.jpg;trapecio_naranja_pentagono.jpg;cuadrado_rosa_trapecio.jpg;circulo_naranja_pentagono.jpg","7","select_item","28349","7","circulo_morado_pentagono.jpg","circulo","morado","pentagono","","","","","","19318","32300","true"
"9354","2","conjuntiva","","","","","","fill","pentagono","color","naranja","","cuadrado_naranja_pentagono.jpg;trapecio_azul_cuadrado.jpg;pentagono_azul_trapecio.jpg;trapecio_rosa_circulo.jpg;cuadrado_morado_pentagono.jpg;circulo_azul_cuadrado.jpg;pentagono_naranja_cuadrado.jpg;circulo_morado_pentagono.jpg;circulo_rosa_pentagono.jpg;pentagono_rosa_pentagono.jpg;trapecio_morado_pentagono.jpg;cuadrado_naranja_circulo.jpg;pentagono_morado_circulo.jpg;trapecio_naranja_pentagono.jpg;cuadrado_rosa_trapecio.jpg;circulo_naranja_pentagono.jpg","8","select_item","28966","8","circulo_rosa_pentagono.jpg","circulo","rosa","pentagono","","","","","","19318","32300","true"
"9354","2","conjuntiva","","","","","","fill","pentagono","color","naranja","","cuadrado_naranja_pentagono.jpg;trapecio_azul_cuadrado.jpg;pentagono_azul_trapecio.jpg;trapecio_rosa_circulo.jpg;cuadrado_morado_pentagono.jpg;circulo_azul_cuadrado.jpg;pentagono_naranja_cuadrado.jpg;circulo_morado_pentagono.jpg;circulo_rosa_pentagono.jpg;pentagono_rosa_pentagono.jpg;trapecio_morado_pentagono.jpg;cuadrado_naranja_circulo.jpg;pentagono_morado_circulo.jpg;trapecio_naranja_pentagono.jpg;cuadrado_rosa_trapecio.jpg;circulo_naranja_pentagono.jpg","9","select_item","29366","9","pentagono_rosa_pentagono.jpg","pentagono","rosa","pentagono","","","","","","19318","32300","true"
"9354","2","conjuntiva","","","","","","fill","pentagono","color","naranja","","cuadrado_naranja_pentagono.jpg;trapecio_azul_cuadrado.jpg;pentagono_azul_trapecio.jpg;trapecio_rosa_circulo.jpg;cuadrado_morado_pentagono.jpg;circulo_azul_cuadrado.jpg;pentagono_naranja_cuadrado.jpg;circulo_morado_pentagono.jpg;circulo_rosa_pentagono.jpg;pentagono_rosa_pentagono.jpg;trapecio_morado_pentagono.jpg;cuadrado_naranja_circulo.jpg;pentagono_morado_circulo.jpg;trapecio_naranja_pentagono.jpg;cuadrado_rosa_trapecio.jpg;circulo_naranja_pentagono.jpg","10","select_item","29781","10","trapecio_morado_pentagono.jpg","trapecio","morado","pentagono","","","","","","19318","32300","true"
"9354","2","conjuntiva","","","","","","fill","pentagono","color","naranja","","cuadrado_naranja_pentagono.jpg;trapecio_azul_cuadrado.jpg;pentagono_azul_trapecio.jpg;trapecio_rosa_circulo.jpg;cuadrado_morado_pentagono.jpg;circulo_azul_cuadrado.jpg;pentagono_naranja_cuadrado.jpg;circulo_morado_pentagono.jpg;circulo_rosa_pentagono.jpg;pentagono_rosa_pentagono.jpg;trapecio_morado_pentagono.jpg;cuadrado_naranja_circulo.jpg;pentagono_morado_circulo.jpg;trapecio_naranja_pentagono.jpg;cuadrado_rosa_trapecio.jpg;circulo_naranja_pentagono.jpg","11","final_select","32299","","","","","","","","cuadrado_naranja_pentagono.jpg;pentagono_naranja_cuadrado.jpg;cuadrado_naranja_circulo.jpg;circulo_naranja_pentagono.jpg;trapecio_naranja_pentagono.jpg;cuadrado_morado_pentagono.jpg;circulo_morado_pentagono.jpg;circulo_rosa_pentagono.jpg;pentagono_rosa_pentagono.jpg;trapecio_morado_pentagono.jpg","true","3","19318","32300","true"
"9354","3","conjuntiva","","","","","","shape","circulo","fill","circulo","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;pentagono_azul_trapecio.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;trapecio_azul_pentagono.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;cuadrado_rosa_pentagono.jpg;circulo_morado_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_azul_circulo.jpg;cuadrado_naranja_trapecio.jpg;trapecio_morado_trapecio.jpg;pentagono_naranja_circulo.jpg","1","select_item","37316","0","circulo_azul_pentagono.jpg","circulo","azul","pentagono","","","","","","32801","47768","true"
"9354","3","conjuntiva","","","","","","shape","circulo","fill","circulo","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;pentagono_azul_trapecio.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;trapecio_azul_pentagono.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;cuadrado_rosa_pentagono.jpg;circulo_morado_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_azul_circulo.jpg;cuadrado_naranja_trapecio.jpg;trapecio_morado_trapecio.jpg;pentagono_naranja_circulo.jpg","2","select_item","37716","1","circulo_rosa_circulo.jpg","circulo","rosa","circulo","","","","","","32801","47768","true"
"9354","3","conjuntiva","","","","","","shape","circulo","fill","circulo","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;pentagono_azul_trapecio.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;trapecio_azul_pentagono.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;cuadrado_rosa_pentagono.jpg;circulo_morado_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_azul_circulo.jpg;cuadrado_naranja_trapecio.jpg;trapecio_morado_trapecio.jpg;pentagono_naranja_circulo.jpg","3","select_item","39267","3","cuadrado_morado_circulo.jpg","cuadrado","morado","circulo","","","","","","32801","47768","true"
"9354","3","conjuntiva","","","","","","shape","circulo","fill","circulo","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;pentagono_azul_trapecio.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;trapecio_azul_pentagono.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;cuadrado_rosa_pentagono.jpg;circulo_morado_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_azul_circulo.jpg;cuadrado_naranja_trapecio.jpg;trapecio_morado_trapecio.jpg;pentagono_naranja_circulo.jpg","4","select_item","39882","4","trapecio_naranja_circulo.jpg","trapecio","naranja","circulo","","","","","","32801","47768","true"
"9354","3","conjuntiva","","","","","","shape","circulo","fill","circulo","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;pentagono_azul_trapecio.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;trapecio_azul_pentagono.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;cuadrado_rosa_pentagono.jpg;circulo_morado_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_azul_circulo.jpg;cuadrado_naranja_trapecio.jpg;trapecio_morado_trapecio.jpg;pentagono_naranja_circulo.jpg","5","select_item","40266","5","pentagono_rosa_circulo.jpg","pentagono","rosa","circulo","","","","","","32801","47768","true"
"9354","3","conjuntiva","","","","","","shape","circulo","fill","circulo","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;pentagono_azul_trapecio.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;trapecio_azul_pentagono.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;cuadrado_rosa_pentagono.jpg;circulo_morado_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_azul_circulo.jpg;cuadrado_naranja_trapecio.jpg;trapecio_morado_trapecio.jpg;pentagono_naranja_circulo.jpg","6","select_item","40934","7","pentagono_morado_circulo.jpg","pentagono","morado","circulo","","","","","","32801","47768","true"
"9354","3","conjuntiva","","","","","","shape","circulo","fill","circulo","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;pentagono_azul_trapecio.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;trapecio_azul_pentagono.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;cuadrado_rosa_pentagono.jpg;circulo_morado_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_azul_circulo.jpg;cuadrado_naranja_trapecio.jpg;trapecio_morado_trapecio.jpg;pentagono_naranja_circulo.jpg","7","select_item","41649","8","circulo_naranja_trapecio.jpg","circulo","naranja","trapecio","","","","","","32801","47768","true"
"9354","3","conjuntiva","","","","","","shape","circulo","fill","circulo","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;pentagono_azul_trapecio.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;trapecio_azul_pentagono.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;cuadrado_rosa_pentagono.jpg;circulo_morado_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_azul_circulo.jpg;cuadrado_naranja_trapecio.jpg;trapecio_morado_trapecio.jpg;pentagono_naranja_circulo.jpg","8","select_item","42116","9","cuadrado_rosa_pentagono.jpg","cuadrado","rosa","pentagono","","","","","","32801","47768","true"
"9354","3","conjuntiva","","","","","","shape","circulo","fill","circulo","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;pentagono_azul_trapecio.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;trapecio_azul_pentagono.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;cuadrado_rosa_pentagono.jpg;circulo_morado_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_azul_circulo.jpg;cuadrado_naranja_trapecio.jpg;trapecio_morado_trapecio.jpg;pentagono_naranja_circulo.jpg","9","deselect_item","42517","9","cuadrado_rosa_pentagono.jpg","cuadrado","rosa","pentagono","","","","","","32801","47768","true"
"9354","3","conjuntiva","","","","","","shape","circulo","fill","circulo","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;pentagono_azul_trapecio.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;trapecio_azul_pentagono.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;cuadrado_rosa_pentagono.jpg;circulo_morado_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_azul_circulo.jpg;cuadrado_naranja_trapecio.jpg;trapecio_morado_trapecio.jpg;pentagono_naranja_circulo.jpg","10","select_item","42999","10","circulo_morado_cuadrado.jpg","circulo","morado","cuadrado","","","","","","32801","47768","true"
"9354","3","conjuntiva","","","","","","shape","circulo","fill","circulo","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;pentagono_azul_trapecio.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;trapecio_azul_pentagono.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;cuadrado_rosa_pentagono.jpg;circulo_morado_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_azul_circulo.jpg;cuadrado_naranja_trapecio.jpg;trapecio_morado_trapecio.jpg;pentagono_naranja_circulo.jpg","11","select_item","44233","12","cuadrado_azul_circulo.jpg","cuadrado","azul","circulo","","","","","","32801","47768","true"
"9354","3","conjuntiva","","","","","","shape","circulo","fill","circulo","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;pentagono_azul_trapecio.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;trapecio_azul_pentagono.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;cuadrado_rosa_pentagono.jpg;circulo_morado_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_azul_circulo.jpg;cuadrado_naranja_trapecio.jpg;trapecio_morado_trapecio.jpg;pentagono_naranja_circulo.jpg","12","select_item","45234","15","pentagono_naranja_circulo.jpg","pentagono","naranja","circulo","","","","","","32801","47768","true"
"9354","3","conjuntiva","","","","","","shape","circulo","fill","circulo","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;pentagono_azul_trapecio.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;trapecio_azul_pentagono.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;cuadrado_rosa_pentagono.jpg;circulo_morado_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_azul_circulo.jpg;cuadrado_naranja_trapecio.jpg;trapecio_morado_trapecio.jpg;pentagono_naranja_circulo.jpg","13","final_select","47767","","","","","","","","circulo_azul_pentagono.jpg;circulo_rosa_circulo.jpg;cuadrado_morado_circulo.jpg;trapecio_naranja_circulo.jpg;pentagono_rosa_circulo.jpg;pentagono_morado_circulo.jpg;circulo_naranja_trapecio.jpg;circulo_morado_cuadrado.jpg;cuadrado_azul_circulo.jpg;pentagono_naranja_circulo.jpg","true","3","32801","47768","true"
"9354","4","conjuntiva","","","","","","color","rosa","shape","pentagono","","trapecio_naranja_circulo.jpg;pentagono_morado_circulo.jpg;cuadrado_rosa_trapecio.jpg;circulo_rosa_pentagono.jpg;trapecio_azul_pentagono.jpg;pentagono_naranja_trapecio.jpg;cuadrado_naranja_pentagono.jpg;circulo_azul_circulo.jpg;trapecio_morado_trapecio.jpg;cuadrado_azul_circulo.jpg;circulo_morado_pentagono.jpg;pentagono_azul_pentagono.jpg;pentagono_rosa_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_morado_cuadrado.jpg;circulo_naranja_cuadrado.jpg","1","select_item","53632","2","cuadrado_rosa_trapecio.jpg","cuadrado","rosa","trapecio","","","","","","48269","64653","true"
"9354","4","conjuntiva","","","","","","color","rosa","shape","pentagono","","trapecio_naranja_circulo.jpg;pentagono_morado_circulo.jpg;cuadrado_rosa_trapecio.jpg;circulo_rosa_pentagono.jpg;trapecio_azul_pentagono.jpg;pentagono_naranja_trapecio.jpg;cuadrado_naranja_pentagono.jpg;circulo_azul_circulo.jpg;trapecio_morado_trapecio.jpg;cuadrado_azul_circulo.jpg;circulo_morado_pentagono.jpg;pentagono_azul_pentagono.jpg;pentagono_rosa_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_morado_cuadrado.jpg;circulo_naranja_cuadrado.jpg","2","select_item","54016","3","circulo_rosa_pentagono.jpg","circulo","rosa","pentagono","","","","","","48269","64653","true"
"9354","4","conjuntiva","","","","","","color","rosa","shape","pentagono","","trapecio_naranja_circulo.jpg;pentagono_morado_circulo.jpg;cuadrado_rosa_trapecio.jpg;circulo_rosa_pentagono.jpg;trapecio_azul_pentagono.jpg;pentagono_naranja_trapecio.jpg;cuadrado_naranja_pentagono.jpg;circulo_azul_circulo.jpg;trapecio_morado_trapecio.jpg;cuadrado_azul_circulo.jpg;circulo_morado_pentagono.jpg;pentagono_azul_pentagono.jpg;pentagono_rosa_cuadrado.jpg;trapecio_rosa_cuadrado.jpg;cuadrado_morado_cuadrado.jpg;circulo_naranja_cuadrado.jpg","3","select_item","54782","12","pentagono_rosa_cuadrado.jpg","pentagono","rosa","cuadrado","","","","","","48269","64653","true"
